id,full_name,email,phone,area_id,manager_id,status,hire_date,daily_target_visits
23fca699-b0f6-528a-8efe-52e28bb1b8b0,Juan Cruz,dsp27@gcash.com,+63 977 160 4750,a87e363d-04c2-5fe0-abdc-8924fa7bf1a1,3c7edfa7-3831-5c37-a9bf-e13291a0e6bf,active,2026-08-18,8
713b8e42-ca09-58c1-9db4-ab4f3f05fc3c,Corazon Ramos,dsp28@gcash.com,+63 919 626 4899,dd92fc02-23e6-54d1-8ade-4dc72b56055b,9a96993f-b2a2-5c29-985b-89ed69f91003,active,2025-06-09,15
a0ba4c9a-ca4d-55e7-9662-8b384d306f9a,Antonio Villanueva,dsp29@gcash.com,+63 921 840 8744,be3107b0-7566-55ce-95b2-c6139ff216c6,f6be5ef0-2de1-51a8-8924-7e4d8999e9e5,active,2025-11-30,15
adf43fc2-e637-5500-8a6b-8a40e079d07c,Lorna Flores,dsp30@gcash.com,+63 927 196 2588,df62ff79-4b9c-5a75-8bd4-eb2c86e9c598,69648964-af15-5708-b665-8174ca69bac4,active,2025-08-08,13
f81e0179-c82e-5d0d-82b4-c2bf0fde0a92,Ernesto Flores,dsp31@gcash.com,+63 950 984 1887,28ac47f7-f1ce-5fc3-966a-5dcdd795fc26,c1e2d154-2207-57e6-a95e-d4b155615418,active,2025-11-23,8
8086f1f4-673d-5987-81b0-8f204dbfd2ab,Danilo Ramos,dsp32@gcash.com,+63 920 354 4139,a87e363d-04c2-5fe0-abdc-8924fa7bf1a1,3c7edfa7-3831-5c37-a9bf-e13291a0e6bf,active,2025-06-28,15
54684399-5e5a-54ab-a9b2-5e8ff35f0223,Miguel Flores,dsp33@gcash.com,+63 926 385 8579,dd92fc02-23e6-54d1-8ade-4dc72b56055b,9a96993f-b2a2-5c29-985b-89ed69f91003,active,2025-10-31,9
434590a6-0601-5b3c-8768-f7537c77519e,Rolando Villanueva,dsp34@gcash.com,+63 920 151 9856,be3107b0-7566-55ce-95b2-c6139ff216c6,f6be5ef0-2de1-51a8-8924-7e4d8999e9e5,active,2025-01-24,9
374e0ccd-4366-597f-b5c3-6d60795d3480,Erlinda Torres,dsp35@gcash.com,+63 926 516 8956,df62ff79-4b9c-5a75-8bd4-eb2c86e9c598,69648964-af15-5708-b665-8174ca69bac4,active,2024-12-20,11
ea60bf00-905e-5abc-b08e-4c17000dd149,Corazon Rivera,dsp36@gcash.com,+63 918 268 7209,28ac47f7-f1ce-5fc3-966a-5dcdd795fc26,c1e2d154-2207-57e6-a95e-d4b155615418,active,2024-12-26,14
d9bae779-a771-5de7-a713-f7d02913bd5b,Ricardo Lopez,dsp37@gcash.com,+63 930 533 8973,a87e363d-04c2-5fe0-abdc-8924fa7bf1a1,3c7edfa7-3831-5c37-a9bf-e13291a0e6bf,active,2024-12-29,11
1208ec90-8992-569c-9143-a14b6d5727e9,Fernando Mendoza,dsp38@gcash.com,+63 918 693 9883,dd92fc02-23e6-54d1-8ade-4dc72b56055b,9a96993f-b2a2-5c29-985b-89ed69f91003,active,2026-04-05,13
84b924df-189f-5e64-a8c8-056b56e362d0,Jose Reyes,dsp39@gcash.com,+63 966 588 9238,be3107b0-7566-55ce-95b2-c6139ff216c6,f6be5ef0-2de1-51a8-8924-7e4d8999e9e5,active,2026-08-02,10
1c4e1934-fdf0-56a8-938c-7c2c04e9fac2,Jose Hernandez,dsp40@gcash.com,+63 919 971 4044,df62ff79-4b9c-5a75-8bd4-eb2c86e9c598,69648964-af15-5708-b665-8174ca69bac4,active,2025-12-15,9
